Geneid,Genesymbol,Genetype,LNCAP_Hypoxia_S1,LNCAP_Hypoxia_S2,LNCAP_Normoxia_S1,LNCAP_Normoxia_S2,PC3_Hypoxia_S1,PC3_Hypoxia_S2,PC3_Normoxia_S1,PC3_Normoxia_S2
ENSG00000018236,CNTN1,protein_coding,0,0,0,0,882,314,264,774
ENSG00000018280,SLC11A1,protein_coding,33,23,32,78,6,2,0,0
ENSG00000018408,WWTR1,protein_coding,136,190,180,200,2692,849,891,2755
ENSG00000018510,AGPS,protein_coding,1851,2078,1735,1654,2495,767,863,2368
ENSG00000018610,STEEP1,protein_coding,648,725,836,1077,137,55,92,217
ENSG00000018625,ATP1A2,protein_coding,31,22,7,5,22,15,10,22
ENSG00000018699,TTC27,protein_coding,419,566,957,1100,703,247,380,980
ENSG00000018869,ZNF582,protein_coding,213,238,205,250,0,0,0,0
ENSG00000019102,VSIG2,protein_coding,1,0,3,4,2,0,1,0
ENSG00000019144,PHLDB1,protein_coding,1449,1520,840,1157,374,144,247,622
ENSG00000019169,MARCO,protein_coding,1,3,2,2,30,8,23,38
ENSG00000019186,CYP24A1,protein_coding,0,0,1,0,158,54,84,178
ENSG00000019485,PRDM11,protein_coding,55,55,72,92,218,67,99,252
ENSG00000019505,SYT13,protein_coding,14,18,23,16,28,8,13,34
ENSG00000019549,SNAI2,protein_coding,791,1003,456,503,739,232,214,607
ENSG00000019582,CD74,protein_coding,3,1,3,10,6,1,2,4
ENSG00000019991,HGF,protein_coding,0,0,0,0,0,0,1,3
ENSG00000019995,ZRANB1,protein_coding,3021,3101,2165,2714,1665,493,372,1060
ENSG00000020129,NCDN,protein_coding,915,1260,1329,1700,316,123,153,346
ENSG00000020181,ADGRA2,protein_coding,13,12,31,30,52,33,56,155
ENSG00000020256,ZFP64,protein_coding,1430,1520,1352,1715,710,281,334,938
ENSG00000020426,MNAT1,protein_coding,1130,1159,1184,1251,2181,697,817,2104
ENSG00000020577,SAMD4A,protein_coding,147,131,65,98,5673,1814,871,2112
ENSG00000020633,RUNX3,protein_coding,0,0,2,5,1,0,1,0
ENSG00000020922,MRE11,protein_coding,1358,1635,2072,1965,336,131,216,499
ENSG00000021300,PLEKHB1,protein_coding,10881,11765,9114,12645,314,115,149,360
ENSG00000021355,SERPINB1,protein_coding,0,0,3,0,739,244,170,523
ENSG00000021461,CYP3A43,protein_coding,22,29,47,48,0,0,1,0
ENSG00000021488,SLC7A9,protein_coding,19,16,12,12,1,2,0,2
ENSG00000021574,SPAST,protein_coding,915,1147,1023,1094,993,340,385,933
ENSG00000021645,NRXN3,protein_coding,79,56,86,97,225,63,77,210
ENSG00000021762,OSBPL5,protein_coding,1377,1567,2572,3535,59,22,44,108
ENSG00000021776,AQR,protein_coding,2870,3459,3534,3717,2432,784,846,2373
ENSG00000021826,CPS1,protein_coding,2005,2222,2596,2655,487,160,229,609
ENSG00000022267,FHL1,protein_coding,5,6,1,2,1482,456,398,1069
ENSG00000022277,RTF2,protein_coding,1856,2184,2079,2489,1136,380,455,1180
ENSG00000022355,GABRA1,protein_coding,0,0,1,0,1,1,2,3
ENSG00000022556,NLRP2,protein_coding,1193,1483,1673,2231,0,0,0,0
ENSG00000022567,SLC45A4,protein_coding,355,385,420,564,34,12,45,91
ENSG00000022840,RNF10,protein_coding,3840,4555,3594,4802,1474,526,480,1208
ENSG00000022976,ZNF839,protein_coding,639,800,935,1139,59,32,45,152
ENSG00000023041,ZDHHC6,protein_coding,1991,2057,1785,2057,1284,427,444,1302
ENSG00000023171,GRAMD1B,protein_coding,15,8,11,6,3657,1044,1151,3087
ENSG00000023191,RNH1,protein_coding,941,995,1119,1927,911,341,408,992
ENSG00000023228,NDUFS1,protein_coding,6305,7437,7945,8961,2434,778,895,2560
ENSG00000023287,RB1CC1,protein_coding,4648,4804,4101,4216,1497,439,383,1108
ENSG00000023318,ERP44,protein_coding,3654,4561,6225,6652,1948,738,526,1506
ENSG00000023330,ALAS1,protein_coding,4740,5673,3398,4062,383,120,136,424
ENSG00000023445,BIRC3,protein_coding,602,750,1308,1326,664,177,171,492
ENSG00000023516,AKAP11,protein_coding,4928,5677,4355,4699,657,231,268,738
ENSG00000023572,GLRX2,protein_coding,1256,1589,1272,1323,138,37,58,139
ENSG00000023608,SNAPC1,protein_coding,1024,1162,768,711,2416,696,757,1949
ENSG00000023697,DERA,protein_coding,694,775,899,1131,658,263,259,642
ENSG00000023734,STRAP,protein_coding,13916,15728,16998,19993,1809,535,734,1972
ENSG00000023839,ABCC2,protein_coding,18,20,15,12,23,4,6,25
ENSG00000023892,DEF6,protein_coding,462,537,619,991,270,117,201,567
ENSG00000023902,PLEKHO1,protein_coding,157,135,54,123,440,141,183,455
ENSG00000023909,GCLM,protein_coding,1611,1962,2202,2147,2010,576,587,1492
ENSG00000024048,UBR2,protein_coding,1754,2268,1824,1858,1985,601,773,2122
ENSG00000024422,EHD2,protein_coding,3,1,0,0,14,5,3,14
ENSG00000024526,DEPDC1,protein_coding,828,969,1245,1082,3749,1232,1408,3718
ENSG00000024862,CCDC28A,protein_coding,308,321,417,519,305,120,104,294
ENSG00000025039,RRAGD,protein_coding,1278,1439,757,964,1077,344,300,792
ENSG00000025156,HSF2,protein_coding,1357,1435,1006,1061,442,125,146,409
ENSG00000025293,PHF20,protein_coding,3008,3503,3047,3321,1221,405,468,1252
ENSG00000025423,HSD17B6,protein_coding,114,119,89,127,14,4,10,23
ENSG00000025434,NR1H3,protein_coding,388,417,595,919,75,33,81,151
ENSG00000025708,TYMP,protein_coding,192,185,266,516,58,26,34,88
ENSG00000025770,NCAPH2,protein_coding,381,417,476,626,227,90,146,300
ENSG00000025772,TOMM34,protein_coding,2727,3204,2762,4013,5189,1992,2103,6208
ENSG00000025796,SEC63,protein_coding,13721,15493,14170,15359,2652,783,756,2259
ENSG00000025800,KPNA6,protein_coding,3754,4182,3994,5418,1671,527,795,2249
ENSG00000026025,VIM,protein_coding,3430,3823,2876,3805,22543,8237,3264,8298
ENSG00000026036,RTEL1-TNFRSF6B,protein_coding,32,46,11,9,15,0,24,43
ENSG00000026103,FAS,protein_coding,392,419,672,788,312,103,175,398
ENSG00000026297,RNASET2,protein_coding,496,530,599,772,85,43,38,83
ENSG00000026508,CD44,protein_coding,19,9,12,14,20830,6690,6243,18576
ENSG00000026559,KCNG1,protein_coding,254,238,347,593,405,168,234,585
ENSG00000026652,AGPAT4,protein_coding,13,9,3,8,362,131,117,292
ENSG00000026751,SLAMF7,protein_coding,0,0,1,5,31,7,5,12
ENSG00000026950,BTN3A1,protein_coding,630,629,1054,1062,354,110,383,962
ENSG00000027001,MIPEP,protein_coding,1272,1536,1250,1721,845,285,347,931
ENSG00000027075,PRKCH,protein_coding,723,776,559,617,338,94,160,476
ENSG00000027644,INSRR,protein_coding,1,0,0,0,0,0,4,2
ENSG00000027697,IFNGR1,protein_coding,1035,1282,1102,1203,922,299,227,697
ENSG00000027847,B4GALT7,protein_coding,603,737,562,884,230,92,108,311
ENSG00000027869,SH2D2A,protein_coding,4,9,8,8,324,127,113,303
ENSG00000028116,VRK2,protein_coding,828,944,1153,1252,433,154,192,522
ENSG00000028137,TNFRSF1B,protein_coding,3,8,10,24,3,1,5,5
ENSG00000028203,VEZT,protein_coding,4799,5011,5642,6755,1382,493,467,1258
ENSG00000028277,POU2F2,protein_coding,27,43,16,12,176,74,58,210
ENSG00000028310,BRD9,protein_coding,1060,1209,1097,1434,316,101,174,464
ENSG00000028528,SNX1,protein_coding,3538,3984,4125,5029,1158,419,479,1216
ENSG00000028839,TBPL1,protein_coding,1536,1587,942,1143,435,167,189,524
ENSG00000029153,BMAL2,protein_coding,724,753,339,439,5735,1908,1745,4818
ENSG00000029363,BCLAF1,protein_coding,11719,13716,10237,10503,3559,1101,1124,3129
ENSG00000029364,SLC39A9,protein_coding,3273,3950,3348,4138,6381,2237,2173,5869
ENSG00000029534,ANK1,protein_coding,570,500,399,454,20,8,22,52
ENSG00000029559,IBSP,protein_coding,59,113,4,7,0,0,0,0
ENSG00000029639,TFB1M,protein_coding,361,363,381,410,248,83,105,290
ENSG00000029725,RABEP1,protein_coding,5971,6794,6392,6976,878,244,350,1032
ENSG00000029993,HMGB3,protein_coding,2669,2872,2468,3184,1101,399,428,1141
ENSG00000030066,NUP160,protein_coding,2334,2911,2876,2644,1824,587,861,2068
ENSG00000030110,BAK1,protein_coding,490,574,462,709,349,127,151,452
ENSG00000030304,MUSK,protein_coding,10,10,9,4,0,0,1,1
ENSG00000030419,IKZF2,protein_coding,204,215,253,226,455,148,89,221
ENSG00000030582,GRN,protein_coding,1748,1988,1503,2279,5688,2345,1051,3044
ENSG00000031003,FAM13B,protein_coding,2259,3042,2389,2568,1159,355,221,639
ENSG00000031081,ARHGAP31,protein_coding,60,51,36,42,944,280,393,1101
ENSG00000031691,CENPQ,protein_coding,412,546,462,418,517,203,182,502
ENSG00000031698,SARS1,protein_coding,8061,8721,10505,16401,2743,909,1083,3113
ENSG00000031823,RANBP3,protein_coding,2679,3301,2396,3113,1528,509,683,1840
ENSG00000032219,ARID4A,protein_coding,1815,1912,1438,1499,1482,395,390,1036
ENSG00000032389,EIPR1,protein_coding,393,478,555,813,171,49,92,199
ENSG00000032444,PNPLA6,protein_coding,1527,1801,1004,1652,1184,408,382,974
ENSG00000032742,IFT88,protein_coding,860,968,1087,1063,504,172,157,484
ENSG00000033011,ALG1,protein_coding,670,871,1035,1410,312,94,193,486
ENSG00000033030,ZCCHC8,protein_coding,1197,1408,1533,1825,475,152,204,579
ENSG00000033050,ABCF2,protein_coding,557,715,569,941,207,77,138,336
ENSG00000033100,CHPF2,protein_coding,570,739,398,842,469,201,153,401
ENSG00000033122,LRRC7,protein_coding,106,127,53,68,3,2,2,3
ENSG00000033170,FUT8,protein_coding,745,790,767,905,5067,1642,2398,6689
ENSG00000033178,UBA6,protein_coding,4365,5073,4089,3848,7786,2564,1701,4729
ENSG00000033327,GAB2,protein_coding,230,208,100,141,105,38,63,132
ENSG00000033627,ATP6V0A1,protein_coding,2572,3062,2606,3355,3,6,5,10
ENSG00000033800,PIAS1,protein_coding,4416,5096,2326,2595,2006,647,639,1983
ENSG00000033867,SLC4A7,protein_coding,3422,4097,2987,2838,1966,705,802,2316
ENSG00000034053,APBA2,protein_coding,1465,1743,1187,1753,425,110,180,403
ENSG00000034152,MAP2K3,protein_coding,821,1029,1591,2611,132,41,105,234
ENSG00000034239,CLXN,protein_coding,0,0,0,0,8,1,6,10
ENSG00000034510,TMSB10,protein_coding,11066,12720,4285,7495,18082,6739,5977,14369
ENSG00000034533,ASTE1,protein_coding,338,420,622,611,272,94,95,320
ENSG00000034677,RNF19A,protein_coding,2065,2230,1729,1959,2693,809,571,1634
ENSG00000034693,PEX3,protein_coding,1685,1957,1090,1210,695,239,205,586
ENSG00000034713,GABARAPL2,protein_coding,1769,2226,1974,2531,627,249,241,517
ENSG00000035115,SH3YL1,protein_coding,723,882,631,576,123,53,51,122
ENSG00000035141,FAM136A,protein_coding,3026,3753,3644,4335,2334,656,815,2185
ENSG00000035403,VCL,protein_coding,6307,7492,7182,7835,25680,9322,9833,26080
ENSG00000035499,DEPDC1B,protein_coding,952,1011,892,1055,1028,352,379,965
ENSG00000035664,DAPK2,protein_coding,132,115,129,259,47,9,8,49
ENSG00000035681,NSMAF,protein_coding,2407,2759,2353,2851,606,144,179,605
ENSG00000035687,ADSS2,protein_coding,2332,2800,2631,2768,1510,438,598,1595
ENSG00000035720,STAP1,protein_coding,11,14,0,1,0,0,0,0
ENSG00000035862,TIMP2,protein_coding,2336,2311,1735,2262,1858,595,596,1806
ENSG00000035928,RFC1,protein_coding,7855,9120,8933,8757,1497,351,366,1031
ENSG00000036054,TBC1D23,protein_coding,1493,1849,1554,1561,2280,824,651,1701
ENSG00000036257,CUL3,protein_coding,3163,3720,3365,3718,2007,642,703,1962
ENSG00000036448,MYOM2,protein_coding,129,166,141,151,1,0,0,0
ENSG00000036473,OTC,protein_coding,0,0,0,0,3,1,0,1
ENSG00000036530,CYP46A1,protein_coding,260,267,152,183,15,3,3,24
ENSG00000036549,ZZZ3,protein_coding,3421,4130,3852,3947,2414,773,829,2450
ENSG00000036672,USP2,protein_coding,292,313,225,261,74,30,60,126
ENSG00000036828,CASR,protein_coding,3,12,1,3,0,0,0,0
ENSG00000037042,TUBG2,protein_coding,1454,1411,828,1093,122,62,77,177
ENSG00000037241,RPL26L1,protein_coding,1062,1263,1426,1699,362,108,168,484
ENSG00000037280,FLT4,protein_coding,88,95,170,234,18,6,10,26
ENSG00000037474,NSUN2,protein_coding,6491,8016,6840,7273,507,149,190,574
ENSG00000037637,FBXO42,protein_coding,960,1100,683,998,753,258,160,455
ENSG00000037749,MFAP3,protein_coding,1640,2048,1675,1708,617,195,216,484
ENSG00000037757,MRI1,protein_coding,683,843,776,1047,607,219,322,809
ENSG00000037897,METTL1,protein_coding,514,642,1060,1290,132,50,120,328
ENSG00000037965,HOXC8,protein_coding,21,27,7,8,107,39,69,231
ENSG00000038002,AGA,protein_coding,1080,1098,1359,1695,887,312,255,733
ENSG00000038210,PI4K2B,protein_coding,3900,4637,3328,3156,317,92,78,226
ENSG00000038219,BOD1L1,protein_coding,4252,4636,3615,3552,638,187,200,588
ENSG00000038274,MAT2B,protein_coding,1477,1711,1537,1661,249,77,130,310
ENSG00000038295,TLL1,protein_coding,411,401,398,368,110,32,58,140
ENSG00000038358,EDC4,protein_coding,1841,2088,1619,1953,655,254,319,884
ENSG00000038382,TRIO,protein_coding,3872,4524,2018,2330,2141,663,523,1455
ENSG00000038427,VCAN,protein_coding,4,0,1,0,2113,659,525,1509
ENSG00000038532,CLEC16A,protein_coding,1745,1972,1309,1648,301,118,128,347
ENSG00000038945,MSR1,protein_coding,4,4,6,5,0,0,0,0
ENSG00000039068,CDH1,protein_coding,31727,37187,32339,37533,306,100,58,162
ENSG00000039123,MTREX,protein_coding,3387,3811,4229,4597,1572,488,538,1560
ENSG00000039139,DNAH5,protein_coding,985,1101,985,1075,142,55,76,213
ENSG00000039319,ZFYVE16,protein_coding,3461,4258,3582,3348,1622,468,422,1213
ENSG00000039523,RIPOR1,protein_coding,6291,6944,5570,7856,1020,340,238,745
ENSG00000039537,C6,protein_coding,1,4,2,5,0,0,0,0
ENSG00000039560,RAI14,protein_coding,1309,1452,1972,2262,10473,3673,3529,9667
ENSG00000039600,SOX30,protein_coding,0,0,0,0,3,0,2,9
ENSG00000039650,PNKP,protein_coding,1277,1454,981,1244,276,110,149,322
ENSG00000039987,BEST2,protein_coding,3,4,6,2,3,0,0,4
ENSG00000040199,PHLPP2,protein_coding,1083,1331,947,922,1111,401,475,1270
ENSG00000040275,SPDL1,protein_coding,1905,2405,2194,2215,1681,514,605,1592
ENSG00000040341,STAU2,protein_coding,2391,2585,2467,2805,1957,744,824,2179
ENSG00000040487,SLC66A1,protein_coding,189,195,134,228,282,104,127,336
ENSG00000040531,CTNS,protein_coding,415,476,407,591,102,39,70,161
ENSG00000040608,RTN4R,protein_coding,126,114,125,234,160,71,77,192
ENSG00000040633,PHF23,protein_coding,3084,3717,3043,4051,1135,385,458,1253
ENSG00000040731,CDH10,protein_coding,0,0,1,0,4,1,2,4
ENSG00000040933,INPP4A,protein_coding,892,950,946,1102,452,132,193,498
ENSG00000041353,RAB27B,protein_coding,354,460,1434,1267,1470,460,551,1549
ENSG00000041357,PSMA4,protein_coding,8069,9562,9234,11675,1738,587,640,1685
ENSG00000041515,MYO16,protein_coding,4,0,4,1,3,2,1,2
ENSG00000041802,LSG1,protein_coding,2764,3311,2892,3010,435,125,237,695
ENSG00000041880,PARP3,protein_coding,2344,2428,1234,1598,91,45,37,121
ENSG00000041982,TNC,protein_coding,265,388,25,30,890,268,365,981
ENSG00000041988,THAP3,protein_coding,540,525,453,694,284,109,172,445
ENSG00000042062,RIPOR3,protein_coding,0,0,4,6,0,0,0,1
ENSG00000042088,TDP1,protein_coding,1205,1491,1126,1408,771,268,279,756
ENSG00000042286,AIFM2,protein_coding,132,146,99,130,309,104,164,384
ENSG00000042317,SPATA7,protein_coding,567,637,591,719,194,81,76,235
ENSG00000042429,MED17,protein_coding,125,174,106,166,140,50,67,177
ENSG00000042445,RETSAT,protein_coding,2059,2227,2325,2819,727,257,249,821
ENSG00000042493,CAPG,protein_coding,48,59,19,19,547,223,257,621
ENSG00000042753,AP2S1,protein_coding,1605,1924,2016,2769,1121,431,486,1241
ENSG00000042781,USH2A,protein_coding,5,12,21,18,21,6,7,13
ENSG00000042832,TG,protein_coding,35,53,19,19,7,2,4,15
ENSG00000042980,ADAM28,protein_coding,348,516,55,46,46,15,14,52
ENSG00000043039,BARX2,protein_coding,241,234,29,32,46,26,1,25
ENSG00000043093,DCUN1D1,protein_coding,3346,3679,4284,4254,1940,588,575,1661
ENSG00000043143,JADE2,protein_coding,362,459,295,416,612,172,271,755
ENSG00000043355,ZIC2,protein_coding,817,909,1103,1182,115,45,39,124
ENSG00000043462,LCP2,protein_coding,10,7,33,41,1,0,0,1
ENSG00000043514,TRIT1,protein_coding,1602,2013,1534,1762,253,76,95,271
ENSG00000043591,ADRB1,protein_coding,28,33,40,47,17,11,5,13
ENSG00000044090,CUL7,protein_coding,1083,1137,829,1200,247,101,100,270
ENSG00000044115,CTNNA1,protein_coding,17391,19825,13586,15419,4,1,4,12
ENSG00000044446,PHKA2,protein_coding,949,1177,1330,1407,1161,481,473,1282
ENSG00000044459,CNTLN,protein_coding,1421,1611,1562,1425,451,144,175,467
ENSG00000044524,EPHA3,protein_coding,977,1014,1073,1070,491,187,18,74
ENSG00000044574,HSPA5,protein_coding,38639,50996,47746,49035,4234,1507,1320,3706
ENSG00000046604,DSG2,protein_coding,13598,15772,9179,9468,5357,1967,1552,4407
ENSG00000046647,GEMIN8,protein_coding,556,639,560,745,242,111,159,357
ENSG00000046651,OFD1,protein_coding,1025,1082,1150,1187,1363,518,477,1254
ENSG00000046653,GPM6B,protein_coding,49,65,98,108,42,12,18,57
ENSG00000046774,MAGEC2,protein_coding,265,292,272,416,0,0,0,0
ENSG00000046889,PREX2,protein_coding,45,33,60,63,45,17,36,107
ENSG00000047056,WDR37,protein_coding,760,885,844,1012,151,61,57,157
ENSG00000047188,YTHDC2,protein_coding,5291,6385,5896,5805,1531,497,610,1797
ENSG00000047230,CTPS2,protein_coding,1318,1573,1667,1763,1399,543,757,1851
ENSG00000047249,ATP6V1H,protein_coding,1533,1621,1163,1629,219,62,80,196
ENSG00000047315,POLR2B,protein_coding,10019,11978,9864,10600,7797,2411,2618,6747
ENSG00000047346,ATOSA,protein_coding,2574,3172,3855,3826,174,60,55,143
ENSG00000047365,ARAP2,protein_coding,365,481,471,548,342,78,126,410
ENSG00000047410,TPR,protein_coding,10172,11454,10354,10329,1466,489,550,1596
ENSG00000047457,CP,protein_coding,120,154,256,263,8,3,0,2
ENSG00000047578,KATNIP,protein_coding,1901,2159,1915,2159,379,141,187,429
ENSG00000047579,DTNBP1,protein_coding,329,325,448,573,24,23,19,65
ENSG00000047597,XK,protein_coding,0,0,0,0,567,185,286,726
ENSG00000047617,ANO2,protein_coding,17,36,17,29,7,1,3,12
ENSG00000047621,FERRY3,protein_coding,737,947,1339,1420,718,238,279,683
ENSG00000047634,SCML1,protein_coding,4345,4735,3980,4087,2132,726,965,2688
ENSG00000047644,WWC3,protein_coding,1183,1336,1945,2533,556,183,271,865
ENSG00000047648,ARHGAP6,protein_coding,9997,10595,3484,3690,1051,363,369,1043
ENSG00000047662,FAM184B,protein_coding,16,21,134,175,11,5,9,19
ENSG00000047849,MAP4,protein_coding,12819,14695,13209,15512,6922,2361,1425,3986
ENSG00000047932,GOPC,protein_coding,2098,2408,2288,2573,397,127,165,432
ENSG00000047936,ROS1,protein_coding,0,1,1,0,17,6,3,6
ENSG00000048028,USP28,protein_coding,2406,2514,1083,1201,1558,479,362,1087
ENSG00000048052,HDAC9,protein_coding,1,4,3,2,846,314,333,909
ENSG00000048140,TSPAN17,protein_coding,1454,1701,1310,2047,789,285,368,886
ENSG00000048162,NOP16,protein_coding,1292,1772,1893,2423,485,166,346,861
ENSG00000048342,CC2D2A,protein_coding,424,494,696,961,153,46,87,232
ENSG00000048392,RRM2B,protein_coding,8350,8648,4393,4491,1224,411,590,1518
ENSG00000048405,ZNF800,protein_coding,1122,1349,1309,1262,940,317,288,857
ENSG00000048462,TNFRSF17,protein_coding,0,1,0,0,2,1,0,1
ENSG00000048471,SNX29,protein_coding,657,789,656,851,260,82,56,176
ENSG00000048540,LMO3,protein_coding,0,1,1,0,3,1,3,8
ENSG00000048544,MRPS10,protein_coding,1711,1824,1991,2132,1760,612,806,2177
ENSG00000048649,RSF1,protein_coding,4007,4514,3825,3876,992,332,279,876
ENSG00000048707,VPS13D,protein_coding,3712,3913,2606,2768,2547,855,753,1963
ENSG00000048740,CELF2,protein_coding,4,9,1,2,174,59,103,297
ENSG00000048828,FAM120A,protein_coding,8256,8867,11295,15395,3882,1394,1283,3743
ENSG00000048991,R3HDM1,protein_coding,4457,4847,4813,5847,2136,677,718,2169
ENSG00000049089,COL9A2,protein_coding,165,173,269,348,14,6,5,12
ENSG00000049130,KITLG,protein_coding,66,103,137,166,105,35,49,159
ENSG00000049167,ERCC8,protein_coding,365,455,372,460,163,61,62,184
ENSG00000049192,ADAMTS6,protein_coding,15,22,7,4,121,47,25,62
ENSG00000049239,H6PD,protein_coding,1805,1976,1805,2404,166,66,74,222
ENSG00000049245,VAMP3,protein_coding,3057,3746,3338,4361,2564,867,741,2288
ENSG00000049246,PER3,protein_coding,1363,1498,1093,1148,161,61,117,307
ENSG00000049247,UTS2,protein_coding,0,1,2,0,1,1,0,0
ENSG00000049249,TNFRSF9,protein_coding,1,5,27,13,464,161,178,432
ENSG00000049283,EPN3,protein_coding,1938,2473,1799,2446,26,7,9,34
ENSG00000049323,LTBP1,protein_coding,278,258,226,310,4621,1549,1693,4544
ENSG00000049449,RCN1,protein_coding,3349,3822,4254,4546,2176,688,641,1982
ENSG00000049540,ELN,protein_coding,34,27,19,44,2,0,0,1
ENSG00000049541,RFC2,protein_coding,1286,1553,1776,2068,337,120,180,466
ENSG00000049618,ARID1B,protein_coding,2819,3232,2826,3282,1612,572,589,1630
ENSG00000049656,CLPTM1L,protein_coding,2131,2552,2641,3799,848,318,433,1045
ENSG00000049759,NEDD4L,protein_coding,17176,19836,10192,11932,4315,1445,1328,3707
ENSG00000049768,FOXP3,protein_coding,53,59,175,234,1,1,3,4
ENSG00000049769,PPP1R3F,protein_coding,405,537,178,279,38,17,16,59
ENSG00000049860,HEXB,protein_coding,3217,3605,4970,6011,1208,357,406,1035
ENSG00000049883,PTCD2,protein_coding,1658,2012,2436,2720,394,134,199,534
ENSG00000050030,NEXMIF,protein_coding,621,721,224,215,4,2,3,6
ENSG00000050130,JKAMP,protein_coding,2137,2521,2328,2273,3395,1175,1074,2761
ENSG00000050165,DKK3,protein_coding,0,1,3,5,6,3,10,12
ENSG00000050327,ARHGEF5,protein_coding,281,316,222,337,85,26,41,95
ENSG00000050344,NFE2L3,protein_coding,593,670,770,807,5888,2025,2449,6555
ENSG00000050393,MCUR1,protein_coding,1988,2083,2227,2643,868,312,410,1127
ENSG00000050405,LIMA1,protein_coding,2218,2691,2249,2706,5010,1437,1659,4381
ENSG00000050426,LETMD1,protein_coding,988,1171,1657,2149,178,69,128,295
ENSG00000050438,SLC4A8,protein_coding,14,7,3,27,598,187,232,646
